"Species","Disturbance.Severity","Disturbance.Frequency","Grazing.Pressure","Mowing.Frequency","Soil.Disturbance","L","M","N","R","T","RC1","RC2","RC3","RC4"
"Poa palustris",0.519,0.9434,0.19,0.478,0.1678,6,8,7,6,5,0.0731,-0.5877,1.515,-0.2757
"Poa pratensis aggr.",0.529,1.1164,0.282,0.748,0.302,6.5,4.375,4.625,6.375,5.625,0.5213,0.0151,-0.2172,-0.1706
"Poa remota",0.6239,0.2901,0.182,0.0594,0.109,5,7,7,7,5.5,-1.3177,-0.1282,1.2058,0.5064
"Poa trivialis",0.5432,0.9103,0.3134,0.6188,0.2591,6,7,7,6,5,0.2939,-0.2992,0.8023,-0.2144
"Polemonium caeruleum",0.5364,0.7805,0.157,0.5276,0.1838,6,7,6,7,4,-0.1098,-0.5072,1.3601,-0.3719
"Polycnemum arvense",0.6494,1.5999,0.2753,0.3557,0.489,9,3,3,6,7,0.9454,1.1716,-1.2948,-0.1865
"Polycnemum majus",0.6829,2.1373,0.2658,0.6012,0.4439,9,3,3,7,7,1.4523,1.0664,-0.9713,0.2948
"Polygala amara",0.4139,0.7515,0.2467,0.1907,0.1222,8,4,2,8,4,-0.3256,-1.2798,-0.7177,-0.2093
"Polygala amarella",0.4279,1.2134,0.2279,0.8017,0.1336,8.5,8.3333,1.5,8.5,5,1.0247,-1.8556,0.4435,0.2911
"Polygala comosa",0.5018,1.3605,0.2649,1.0213,0.1754,8,3,3,8,6,0.9748,-0.5497,-0.6328,0.6741
"Polygala major",0.4776,1.2798,0.291,0.649,0.1253,8,3,3,8,7,0.4759,-0.7192,-0.9272,1.1632
"Polygala vulgaris",0.4854,1.1918,0.2607,0.6731,0.2347,7,4.5,2.5,3.5,5,0.5904,-0.2342,-0.9376,-2.014
"Polygonatum multiflorum",0.6984,0.0334,0.1897,0.0066,0.1048,3,5,5,6,6,-2.1552,0.5669,0.1046,-2e-04
"Polygonatum odoratum",0.6299,0.1454,0.2152,0.0627,0.1216,6.5,3,3,7,5.5,-1.4122,0.1502,-0.9379,0.0764
"Polygonum aviculare aggr.",0.7555,1.8409,0.2318,0.6375,0.5881,7.125,4.125,6.5,6,6,1.1861,1.9659,0.2607,-0.3367
"Polypodium vulgare",0.6523,0.0956,0.1989,0.0285,0.1242,5,4,3,5,5,-1.6854,0.371,-0.782,-1.1183
"Pontechium maculatum",0.4841,1.1969,0.3479,0.7091,0.1387,8,3,3,8,8,0.5285,-0.6728,-1.2391,1.6288
"Populus alba",0.6742,0.3153,0.1985,0.0598,0.1369,6.5,6.5,6,7,7,-1.0448,0.1797,0.5568,1.0077
"Populus nigra",0.6716,0.4275,0.2067,0.0738,0.1673,5,8,7,7,6,-1.0999,0.0823,1.305,0.6666
"Populus tremula",0.6705,0.115,0.2004,0.0442,0.1369,6.5,5,5,5,5,-1.2559,0.3706,-0.1622,-0.8506
"Portulaca oleracea",0.8271,1.7876,0.1544,0.6741,0.63,8,4,7,7,8,1.3036,2.5422,0.5479,0.9003
"Potamogeton natans",0.2488,1.6154,0.0188,0.0475,0.0298,6,11,6,6,5,0.2327,-2.2593,2.7426,-0.5773
"Potentilla alba",0.5671,0.4405,0.2206,0.4075,0.1704,6,4,4,7,6,-0.7106,-0.041,-0.3378,0.3151
"Potentilla argentea",0.5356,1.2953,0.285,0.723,0.2778,9,2,3,5,6,0.9423,0.2483,-1.4974,-0.8052
"Potentilla collina",0.4875,1.4159,0.2954,0.6911,0.2841,8,2,3,5,7,0.8552,0.1759,-1.538,-0.4312
"Potentilla erecta",0.4339,0.8873,0.2375,0.4518,0.1744,6,7,2.5,4,5,0.041,-0.895,-0.2367,-1.7579
"Potentilla heptaphylla",0.4948,1.051,0.278,0.6486,0.1586,7,3,4,8,6,0.1546,-0.5015,-0.5411,0.8382
"Potentilla incana",0.4372,1.2523,0.3298,0.3292,0.1766,9,2,2,8,7,0.3436,-0.7387,-1.7091,1.0383
"Potentilla inclinata",0.5284,1.3028,0.3149,0.6696,0.2349,9,3,4,6,7,0.9041,-0.0502,-1.1091,0.2771
"Potentilla norvegica",0.6803,1.1682,0.1975,0.327,0.324,7,6,5,5,6,0.1866,0.7893,0.2057,-0.7292
"Potentilla pusilla",0.5082,0.8564,0.3301,0.4355,0.1671,8,3,2,5,6,0.0647,-0.3456,-1.7643,-0.7535
"Potentilla recta",0.5393,1.0745,0.3218,0.5743,0.2133,8,3,3,7,7,0.3562,-0.1632,-1.2606,0.6547
"Potentilla reptans",0.5463,1.3076,0.265,0.7967,0.2836,6,6,5.5,7,6,0.6573,-0.1353,0.5613,0.3616
"Potentilla sterilis",0.6593,0.1118,0.2058,0.0744,0.1251,5,4,5,6,5,-1.6235,0.3975,-0.1896,-0.3796
"Potentilla supina",0.7693,1.6959,0.2206,0.2041,0.4159,7,7,7,6,6,0.5168,1.2389,0.972,-0.1018
"Potentilla tabernaemontani",0.4993,1.1051,0.3304,0.5499,0.208,8,3,2,6,6,0.3936,-0.383,-1.5689,-0.3443
"Prenanthes purpurea",0.6925,0.0194,0.1936,0.0049,0.102,4,5,6,5,4,-1.9271,0.4839,0.3089,-1.1268
"Primula acaulis",0.6687,0.0905,0.2066,0.0494,0.1208,5,5,5,7,6,-1.6418,0.2626,0.0686,0.5008
"Primula elatior",0.6306,0.1959,0.186,0.1026,0.1234,5.5,6,6.5,7,4.5,-1.2977,-0.0549,0.8812,0.0498
"Primula veris",0.5684,0.425,0.2224,0.3477,0.1654,7,4,3.5,7.5,6,-0.6199,-0.1718,-0.4827,0.5131
"Prunella grandiflora",0.5158,0.7059,0.2717,0.4977,0.1223,7,3,3,8,6,-0.3376,-0.5381,-0.8606,0.7701
"Prunella laciniata",0.5278,0.9422,0.3031,0.7083,0.1692,7,3,3,8,6,0.1223,-0.4322,-0.8952,0.7427
"Prunella vulgaris",0.5217,0.9304,0.2975,0.6759,0.2705,7,5,5,6.5,5,0.424,-0.264,-0.054,-0.2445
"Prunus avium",0.6946,0.0409,0.1967,0.0115,0.1086,5,5,5,7,5,-1.771,0.2812,0.1658,0.1069
"Prunus cerasifera",0.6604,0.229,0.2104,0.1133,0.1637,6,5,6,7,6,-1.191,0.3365,0.2729,0.5924
"Prunus domestica",0.6824,0.3772,0.1849,0.2005,0.2588,6,5,5,7,5.3333,-0.9172,0.6137,0.2214,0.0512
"Prunus fruticosa",0.4927,0.5537,0.2537,0.1594,0.1002,8,3,3,8,7.5,-0.6232,-0.5718,-1.0854,1.399
"Prunus mahaleb",0.6412,0.1554,0.2275,0.0497,0.1088,7,3,4,8,7,-1.3484,0.1851,-0.7782,1.3227
"Prunus padus",0.6958,0.1107,0.1943,0.0089,0.1116,5.3333,7.8333,5.6667,6.8333,4.6667,-1.4621,-0.0865,0.9913,-0.0412
"Prunus spinosa",0.6262,0.2257,0.2203,0.0908,0.1112,7,4,5,7,5.5,-1.1364,0.0375,-0.2496,0.3487
"Prunus tenella",0.4492,1.0536,0.3274,0.3249,0.1183,9,3,4,8,7,0.2109,-0.8728,-1.0167,1.3696
"Pseudopodospermum hispanicum",0.4994,1.2385,0.3678,0.665,0.1612,7,4,3,8,7,0.3874,-0.7391,-0.9577,1.2012
"Pseudoturritis turrita",0.6792,0.0631,0.1946,0.0247,0.1064,6,3.5,5.5,8,6,-1.6421,0.3754,-0.0594,1.0689
"Pteridium aquilinum",0.6442,0.1272,0.2096,0.0575,0.1291,6,5,3,3,5,-1.2844,0.3378,-0.8858,-2.0489
"Puccinellia distans",0.5205,2.0685,0.4214,0.3404,0.2812,9,6,5,7,6,1.3353,-0.6442,-0.3591,0.4766
"Pulicaria dysenterica",0.4994,1.3366,0.3229,0.601,0.1879,8,7,5.5,7,6,0.8612,-0.9019,0.4149,0.5554
"Pulicaria vulgaris",0.6495,1.8273,0.3813,0.367,0.2797,9,8,7,6.5,6,1.2342,-0.1776,0.6186,0.4815
"Pulmonaria angustifolia",0.5686,0.3646,0.2378,0.2594,0.1202,6,4,3,7,7,-1.0014,-0.1655,-0.7794,0.6715
"Pulmonaria mollis",0.6451,0.1513,0.2043,0.1147,0.1213,5.5,4.5,5,8,5,-1.4749,0.0383,0.1732,0.5702
"Pulmonaria obscura",0.6929,0.0477,0.1888,0.012,0.1024,4,6,7,7,6,-1.8707,0.3602,0.8924,0.742
"Pulmonaria officinalis",0.6948,0.0432,0.1885,0.01,0.1031,4,5,6,7,6,-1.9583,0.4561,0.4183,0.6181
"Pulsatilla pratensis",0.4795,0.8886,0.3201,0.3725,0.1768,8,3,2,7,6,-0.0101,-0.6101,-1.4822,0.1618
"Pulsatilla vulgaris",0.467,1.1955,0.3115,0.5101,0.1363,8.5,3,1.5,8,6.3333,0.3668,-0.9042,-1.3998,0.7252
"Pyrus communis",0.6644,0.0931,0.2082,0.0501,0.1189,6,4.8333,5,7.5,6,-1.4633,0.1626,0.0275,0.7586
"Quercus cerris",0.694,0.0186,0.2034,0.0078,0.1022,6,4,4,6,8,-1.6245,0.605,-0.7681,0.7547
"Quercus dalechampii",0.6918,0.0202,0.2132,0.0044,0.104,6,4,4,6,6,-1.6323,0.4391,-0.6437,-0.0431
"Quercus petraea",0.695,0.0312,0.2,0.0118,0.1167,6,4.75,4,5.5,6,-1.5436,0.4512,-0.4773,-0.314
"Quercus pubescens",0.6761,0.0714,0.2273,0.0315,0.1062,6.75,3.25,3,6.75,8,-1.4686,0.4432,-1.2113,1.0154
"Quercus robur",0.6903,0.0982,0.201,0.0331,0.1483,6.5,6,5,6,6,-1.2449,0.3205,0.0964,0.0137
"Ranunculus aconitifolius",0.5854,0.2887,0.1831,0.1291,0.1097,6,8,5,4,4,-0.8854,-0.4059,0.6718,-1.77
"Ranunculus acris aggr.",0.5075,1.4666,0.2593,1.0568,0.3028,7,6,5,6,5,1.3356,-0.3114,0.4712,-0.6071
"Ranunculus aquatilis",0.3475,1.6753,0.0542,0.043,0.0847,8,12,6,6,6,0.7295,-1.9248,2.6064,-0.1493
"Ranunculus auricomus aggr.",0.6019,0.3655,0.1846,0.3126,0.1584,5,6,6,6.5,5.5,-0.9581,0.0244,0.7443,0.0873
"Ranunculus bulbosus",0.5211,1.0055,0.2829,0.7908,0.2827,8,4,3,7,6,0.7074,-0.2154,-0.7449,0.1248
"Ranunculus flammula",0.4148,1.4166,0.268,0.4135,0.1533,7,9,2.5,3,5,0.7175,-1.3186,0.01,-2.2066
"Ranunculus illyricus",0.4859,1.118,0.3531,0.4859,0.1754,8,3,3,7,7,0.3005,-0.5273,-1.3853,0.7213
"Ranunculus lanuginosus",0.6726,0.1001,0.1858,0.0328,0.1061,3,6,7,7,5,-1.9949,0.2649,1.0662,0.3061
"Ranunculus lingua",0.2854,1.0185,0.0929,0.2894,0.111,7,10,6.5,6,6,0.3566,-1.8151,2.1353,-0.0348
"Ranunculus platanifolius",0.5948,0.1453,0.1842,0.0212,0.0977,5,6,7,6,4,-1.486,-0.1485,0.9367,-0.5466
"Ranunculus polyanthemos",0.5612,0.444,0.2196,0.3562,0.1739,5.6667,4.5833,4,6,5.25,-0.7579,-0.0723,-0.2541,-0.4765
"Ranunculus repens",0.5369,1.0273,0.3318,0.6097,0.266,6,7,7,7,5,0.3537,-0.4337,0.8705,0.2638
"Ranunculus sardous",0.5782,1.5748,0.413,0.6194,0.2726,8,8,7,7,6,1.2049,-0.5512,0.6605,0.7553
"Ranunculus sceleratus",0.4727,1.5916,0.2837,0.2624,0.1795,8.5,9,9,7,6,0.9419,-1.0658,1.8058,0.939
"Raphanus raphanistrum",0.8426,1.9195,0.1353,0.4028,0.7774,7,5,6,5,5,1.1566,2.8919,0.5951,-1.6055
"Rapistrum perenne",0.5602,1.2981,0.274,0.752,0.2125,8,3,5,8,7,0.668,-0.0171,-0.3776,1.3174
"Reseda lutea",0.6433,1.3819,0.2281,0.6097,0.3481,8,3,5,8,6,0.6419,0.7037,-0.1771,0.7142
"Reseda luteola",0.6912,1.413,0.1766,0.7706,0.3565,8,4,6,8,7,0.8746,0.9754,0.459,1.1774
"Rhamnus cathartica",0.6421,0.159,0.2044,0.0464,0.1058,7,4,4.5,8,5,-1.3045,-0.043,-0.1688,0.5499
"Rhinanthus alectorolophus",0.5036,1.56,0.1939,0.8699,0.2904,8,4,4,7,6,1.1801,-0.0959,-0.023,0.0936
"Rhinanthus angustifolius",0.531,1.7828,0.2244,0.8651,0.2875,7,5.5,2.5,7,5,1.1685,-0.3578,0.0141,-0.4993
"Rhinanthus minor",0.492,1.9442,0.2016,1.1135,0.3104,7,4,3.5,5,5,1.6022,0.0126,-0.1438,-1.3789
"Ribes uva-crispa",0.6944,0.1045,0.1812,0.0172,0.1179,4,6,6,6,5,-1.8021,0.3891,0.6486,-0.2939
"Robinia pseudoacacia",0.7594,0.1304,0.1999,0.0462,0.2011,5.5,4,7.5,6,6,-1.4912,1.2099,0.2833,0.2792
"Rorippa amphibia",0.3449,1.3968,0.1554,0.2374,0.1222,7,10,8,7,6,0.5277,-1.6594,2.4033,0.6779
"Rorippa austriaca",0.5607,1.6558,0.2656,0.626,0.2404,7,7,6,7,7,0.9074,-0.2792,0.7837,0.8658
"Rorippa palustris",0.6769,1.6589,0.2486,0.207,0.3336,7,9,7,6,6,0.6144,0.3141,1.3532,-5e-04
"Rorippa sylvestris",0.6248,1.5087,0.343,0.4931,0.3358,7,8,7,7,6,0.8304,-0.0168,0.934,0.5945
"Rosa canina aggr.",0.6207,0.241,0.2138,0.0937,0.125,7.5,4,4.5,7,5.25,-1.0112,-0.0069,-0.3503,0.1665
"Rosa gallica",0.5825,0.3167,0.24,0.2248,0.1234,7,4,4,7,7,-0.8638,-0.0949,-0.6293,0.8222
"Rosa marginata",0.5565,0.3352,0.2409,0.1026,0.0769,7,4,5,7,6,-1.0148,-0.3402,-0.3285,0.5932
"Rosa pendulina",0.6414,0.0687,0.1903,0.0095,0.0915,6,6,6,6,4,-1.4205,-0.085,0.5833,-0.6298
"Rosa rubiginosa aggr.",0.5878,0.3073,0.243,0.082,0.1139,7.6667,3.1111,3.7778,8,6,-1.0132,-0.1835,-0.7776,0.8941
"Rosa spinosissima",0.4773,0.5673,0.2631,0.1684,0.1622,8,4,3,8,6,-0.4463,-0.7285,-0.7674,0.7268
"Rubus caesius",0.605,0.365,0.1958,0.1319,0.1668,6,6,7,7,5,-0.9499,-0.0227,0.9298,0.2712
"Rubus fruticosus aggr.",0.6806,0.1195,0.1942,0.0406,0.136,6.7857,5.0714,4.75,5.25,5.2143,-1.2199,0.3726,-0.1876,-0.6784
"Rubus idaeus",0.6678,0.1256,0.1887,0.036,0.1197,6.5,5,6,5,5,-1.2663,0.3845,0.1284,-0.7182
"Rubus saxatilis",0.6624,0.0703,0.1952,0.0177,0.1103,6.5,5.5,4,7,5,-1.3951,-0.0422,-0.0275,-0.0106
"Rudbeckia laciniata",0.5817,0.6357,0.1969,0.3209,0.1541,7,8,7,7,6,-0.214,-0.4316,1.3567,0.6745
"Rumex acetosa",0.5126,1.4279,0.2292,1.0094,0.3088,7.5,5,6,5,5,1.3329,0.0428,0.425,-0.9778
"Rumex acetosella",0.5583,0.8965,0.2653,0.3904,0.3831,8.25,3,1.75,3,5.45,0.3662,0.6856,-1.8303,-2.2642
"Rumex aquaticus",0.4165,1.031,0.1574,0.4398,0.1257,7,8,8,7,6,0.3139,-1.0906,1.9063,0.7288
"Rumex arifolius",0.4869,0.3993,0.1921,0.0787,0.1177,6,6,6,6,3,-0.9358,-0.7345,0.772,-1.1123
"Rumex conglomeratus",0.5329,0.8795,0.3273,0.4332,0.159,7.5,7,8,7,6,0.2366,-0.6661,0.8973,0.9445
"Rumex crispus",0.5836,1.6044,0.2982,0.7113,0.3555,7,6.5,6.5,6,5,1.1104,0.122,0.6904,-0.4277
"Rumex hydrolapathum",0.2956,1.2804,0.118,0.4123,0.1107,7,10,7,7,6,0.6469,-1.9006,2.3568,0.5176
"Rumex maritimus",0.6707,1.6892,0.1887,0.0855,0.3057,8,9,8.5,7.5,6.5,0.6247,0.2357,2.0167,1.0754
"Rumex obtusifolius",0.5933,1.0495,0.2516,0.6403,0.318,7,6,8.5,6,5,0.5798,0.3276,1.1295,-0.1403
"Rumex palustris",0.5081,1.5516,0.2809,0.2948,0.2057,8,9,8,7,7,0.8399,-0.8017,1.5137,1.1822
"Rumex sanguineus",0.6672,0.173,0.1952,0.0646,0.1263,4,7,7,7,6,-1.6023,0.1648,1.139,0.7043
"Rumex stenophyllus",0.5428,1.4041,0.2488,0.4528,0.245,8,7,6,7.5,6.5,0.7418,-0.4271,0.8051,0.9059
"Rumex thyrsiflorus",0.5447,1.4298,0.194,0.9693,0.3137,8,4,4,6,7,1.233,0.3016,-0.2378,0.0162
"Sagina procumbens",0.5952,1.8977,0.4121,0.6509,0.3718,7,5.5,6,6,5,1.2236,0.1488,-0.092,-0.3865
"Salix alba",0.6519,0.4666,0.2044,0.0686,0.1426,5,8,7,7.5,6,-1.1104,-0.112,1.3903,0.9216
"Salix aurita",0.4839,0.5366,0.1757,0.14,0.172,6.5,8,3,4,5,-0.45,-0.703,0.1719,-1.7308
"Salix caprea",0.6564,0.2529,0.2036,0.0866,0.1479,7,6,6.5,6.5,5,-0.9429,0.1025,0.6127,0.0351
"Salix cinerea subsp. cinerea",0.4827,0.5391,0.1795,0.1324,0.17,6.5,9,4.5,5,5,-0.399,-0.8741,0.8729,-1.0632
"Salix euxina",0.642,0.4575,0.2048,0.0691,0.1335,5.5,8,6.5,6,5.75,-0.9806,-0.1021,1.075,0.0645
"Salix myrtilloides",0.3241,0.6872,0.1519,0.158,0.1245,7,9,2,3,4,-0.0707,-1.6492,0.2663,-2.7492
"Salix purpurea",0.569,0.7103,0.2338,0.107,0.1716,8,8,5,7.5,5,-0.2094,-0.7544,0.7633,0.2825
"Salix repens",0.3772,1.1115,0.2793,0.1699,0.2127,7.6667,7.3333,2.6667,5,5,0.3277,-1.2838,-0.2954,-1.2578
"Salix triandra",0.5776,0.7979,0.2336,0.0755,0.1773,7,8,6,7,5,-0.3534,-0.5514,1.0059,0.1458
"Salix viminalis",0.5863,0.7782,0.2306,0.079,0.171,7,8,6,7,6,-0.3747,-0.4548,0.9323,0.5559
"Salsola kali aggr.",0.616,2.0028,0.1449,0.1472,0.6948,9,3,7,7,7,1.2833,1.929,0.3087,0.3757
"Salvia aethiopis",0.6056,1.5125,0.3338,0.7581,0.2608,9,3,4,8,8,1.0533,0.1738,-0.9805,1.6207
"Salvia glutinosa",0.6878,0.0625,0.1852,0.0183,0.105,4,6,7,7,5,-1.8531,0.2776,0.9939,0.3293
"Salvia nemorosa",0.5369,1.4069,0.3315,0.7567,0.1882,7.5,3.5,4,8.5,7,0.6582,-0.418,-0.6124,1.4989
"Salvia pratensis",0.5072,1.2181,0.2489,0.8516,0.1994,7,3,4,8,6,0.5266,-0.3154,-0.3458,0.7492
"Salvia verticillata",0.5193,1.4487,0.265,0.7662,0.1824,7,4,5,7,6,0.6707,-0.3241,-0.0463,0.4224
"Sambucus ebulus",0.6966,0.777,0.1925,0.5352,0.2754,7,5,7,7,6,-0.0218,0.774,0.7173,0.5623
"Sambucus nigra",0.6882,0.1378,0.1899,0.0257,0.1252,6.5,5.5,8.5,6,5,-1.2386,0.4489,0.959,0.0725
"Sambucus racemosa",0.6986,0.0746,0.1911,0.0187,0.1214,6,5,7,5,4,-1.4371,0.5188,0.4494,-0.9912
"Samolus valerandi",0.4248,1.2217,0.2952,0.2031,0.1756,7,8,6,8,6,0.225,-1.3204,0.9503,1.0416
"Sanguisorba minor aggr.",0.5156,1.0124,0.2826,0.5714,0.1891,7,3,3,7,6,0.0793,-0.2882,-0.9629,0.2135
"Sanguisorba officinalis",0.4993,1.5488,0.1816,1.1484,0.2227,7,6.5,5,7,5,1.362,-0.6226,1.0781,-0.1482
"Saponaria officinalis",0.6625,0.8436,0.1734,0.4244,0.2616,7,5,6,7,6,-0.1107,0.5797,0.544,0.4135
"Saxifraga bulbifera",0.5372,0.5935,0.2565,0.4792,0.1832,8,3,3,6,7,-0.1076,-0.0366,-1.2283,0.1698
"Saxifraga granulata",0.5103,1.0483,0.184,0.6876,0.3305,7,4,3.5,5,6,0.5296,0.3034,-0.4403,-0.9543
"Saxifraga paniculata",0.3253,0.924,0.2406,0.0366,0.11,7,3,2,8,4,-0.5767,-1.4687,-0.8551,-0.2453
"Saxifraga rosacea",0.4657,0.9821,0.2111,0.2883,0.2108,7.5,4,2,7,5,-0.0671,-0.588,-0.7083,-0.4363
"Saxifraga tridactylites",0.5074,1.5234,0.3295,0.1779,0.3784,9,2,3,7,6,0.6044,0.1886,-1.551,0.0559
"Scabiosa canescens",0.4647,1.3915,0.3147,0.5641,0.1388,7,3,3,8,7,0.2965,-0.7176,-0.9662,1.1485
"Scabiosa columbaria aggr.",0.5131,0.9291,0.2852,0.6071,0.1624,8,3,3,8,5,0.1919,-0.5976,-0.8273,0.3394
"Scabiosa ochroleuca",0.4745,1.3308,0.2989,0.5773,0.1533,8,3,3,8,6,0.4677,-0.7359,-0.8919,0.733
"Schedonorus arundinaceus",0.5143,1.326,0.3131,0.805,0.2553,7.5,7,5.5,7,5.5,1.0524,-0.6693,0.569,0.2632
"Schedonorus giganteus",0.6723,0.169,0.1862,0.0587,0.1153,4,7,7,6,5,-1.6101,0.1935,1.131,-0.17
"Schedonorus pratensis",0.5177,1.7679,0.2721,1.3042,0.3266,7,5,6,6,5,1.7968,-0.0598,0.5462,-0.502
"Schoenoplectus lacustris",0.2525,1.7086,0.0902,0.3656,0.0913,8,10.5,6,8,6.5,1.0755,-2.3278,2.442,1.0266
"Schoenoplectus lacustris subsp. glaucus",0.3434,1.8255,0.2464,0.4478,0.1433,8,10.5,6,8,6.5,1.2882,-2.0636,1.8267,1.1673
"Scirpoides holoschoenus",0.457,0.9733,0.2568,0.3648,0.177,8,7.5,6,7,6,0.3935,-1.0162,0.7994,0.5655
"Scirpus radicans",0.4392,1.4705,0.1309,0.1635,0.1822,7,9,6,7,5,0.3671,-1.1088,1.8291,-0.0637
"Scirpus sylvaticus",0.542,0.9491,0.1817,0.6235,0.1203,6,8,5,5,5,0.1462,-0.6348,0.9859,-0.9584
"Scleranthus annuus",0.8062,1.8092,0.1582,0.3275,0.7668,7,5,4,4,5,1.0262,2.6776,-0.1331,-2.296
"Scleranthus perennis",0.4265,1.3469,0.3362,0.3626,0.299,8,2,2,4,5,0.5391,-0.1685,-1.9953,-1.8167
"Scleranthus polycarpos",0.4545,2.058,0.3671,0.4906,0.3995,9,3,2,4,6,1.5544,0.031,-1.8903,-1.5217
"Sclerochloa dura",0.8428,2.574,0.1266,1.2796,0.5443,9,4,6,8,7,2.5131,2.0661,0.8834,0.8714
"Scorzonera cana",0.4751,1.7085,0.4631,0.3545,0.2439,8,4,4,8,7,0.7486,-0.7382,-1.1721,1.3286
"Scorzonera humilis",0.5094,0.6154,0.2286,0.4357,0.1828,7,7,3,5,5,-0.0509,-0.6611,-0.0889,-1.1897
"Scorzonera laciniata",0.6798,1.8491,0.2758,0.6809,0.3565,8,4,4,8,8,1.0909,0.7386,-0.451,1.409
"Scorzonera parviflora",0.419,1.7686,0.4389,0.4836,0.1789,8,7,4,8,6,1.0771,-1.6127,-0.2255,0.939
"Scorzonera purpurea",0.4975,1.256,0.3368,0.7728,0.137,8,3,3,8,7,0.6129,-0.6864,-1.0873,1.2125
"Scorzoneroides autumnalis",0.5051,1.7761,0.4487,0.9282,0.3411,7,5,5.5,5.5,5,1.4904,-0.2896,-0.4523,-0.611
"Scrophularia nodosa",0.6765,0.1275,0.1888,0.0652,0.128,4,6,7,6,5,-1.6807,0.3812,0.88,-0.1718
"Scrophularia umbrosa",0.4647,0.7136,0.142,0.2779,0.1186,6,9,7,7,6,-0.299,-1.0108,1.9061,0.5973
"Scutellaria galericulata",0.4561,0.6554,0.1545,0.2834,0.1236,6,9,6,6,6,-0.2971,-1.0068,1.4838,0.0077
"Scutellaria hastifolia",0.5498,0.8398,0.1927,0.6167,0.1382,7,8,5,7,7,0.2359,-0.6637,0.9403,0.8151
"Securigera varia",0.5359,0.8022,0.2621,0.5632,0.1728,7,4,4,7,5,-0.0477,-0.3717,-0.3673,-0.0541
"Sedum acre",0.4561,1.2902,0.3064,0.3267,0.3255,8,2,1.5,6,6,0.3897,-0.0718,-1.8614,-0.5876
"Sedum album",0.4586,0.9146,0.3059,0.1346,0.2467,8.5,2,2,8,6,-0.1443,-0.4442,-1.6306,0.5455
"Sedum rupestre",0.4727,0.8286,0.3104,0.2324,0.2262,8,2,2,5,6,-0.1373,-0.1398,-1.9791,-0.8446
"Sedum sexangulare",0.4742,1.223,0.3038,0.4401,0.2441,8,2,3,6,6,0.367,-0.1457,-1.4622,-0.2972
"Sedum spurium",0.4817,1.0135,0.2298,0.2693,0.2416,8,3,4,6,6,0.0754,-0.0732,-0.7784,-0.2457
"Selaginella helvetica",0.5321,0.4583,0.2554,0.198,0.1287,5,5,2,8,5,-1.1509,-0.703,-0.5035,0.184
"Selinum carvifolia",0.4932,1.1176,0.1955,0.8796,0.1817,6,7,4,6,5,0.5719,-0.7246,0.6882,-0.6793
"Selinum dubium",0.533,1.1595,0.2124,0.9208,0.1593,7,8,6,6,7,0.895,-0.5882,1.1219,0.4474
"Sempervivum tectorum",0.4253,0.872,0.2901,0.1761,0.1563,8.5,2,4,5,5,-0.0994,-0.4823,-1.3502,-0.9408
"Senecio doria aggr.",0.5011,0.5895,0.2518,0.4529,0.1157,7,6.6667,5.3333,7,6,-0.1614,-0.8658,0.4803,0.5665
"Senecio leucanthemifolius",0.5711,1.2018,0.2672,0.3848,0.3793,8,4,6,6,6,0.5438,0.568,-0.1909,-0.0983
"Senecio nemorensis aggr.",0.6641,0.1112,0.1825,0.043,0.1124,5.9,5.225,7.1,5.75,4.65,-1.3899,0.3173,0.6297,-0.3732
"Senecio sarracenicus",0.5758,0.6401,0.1995,0.3415,0.1374,7,7,7,7,6,-0.268,-0.3688,1.1247,0.7004
"Senecio sylvaticus",0.5812,0.5121,0.219,0.1578,0.2774,7,5,7,5,5,-0.4377,0.4278,0.3202,-0.7633
"Senecio viscosus",0.705,0.7091,0.1726,0.4248,0.41,8,3,4,6,6,0.0284,1.386,-0.6375,-0.4389
"Senecio vulgaris",0.729,1.3598,0.2008,0.5791,0.6072,7,5,7.5,6,5,0.8782,1.8408,0.8226,-0.6475
"Serratula tinctoria",0.5505,0.3942,0.2352,0.3106,0.1282,6,6,3,7,6,-0.7748,-0.5699,-0.1991,0.2402
"Seseli annuum",0.4947,1.2937,0.2922,0.7956,0.1352,8,3,2,8,6,0.6225,-0.7643,-1.0524,0.6248
"Seseli hippomarathrum",0.4333,1.3681,0.3336,0.3502,0.1667,9,2,1,9,7,0.3878,-0.9436,-1.8127,1.3894
"Seseli libanotis",0.4931,0.9013,0.2635,0.4385,0.1468,7,3,2.5,8,6,-0.2278,-0.5776,-0.9284,0.6492
"Seseli osseum",0.3917,1.0027,0.3012,0.1182,0.1856,9,2,2,7,7,0.0172,-0.7335,-1.8117,0.5281
"Seseli pallasii",0.4556,1.3262,0.3584,0.4544,0.1643,8,3,3,8,8,0.3979,-0.7165,-1.328,1.5958
"Sesleria caerulea",0.4625,0.4741,0.2415,0.1212,0.1121,7,4,3,9,4,-0.87,-1.082,-0.3512,0.4091
"Setaria pumila",0.8196,1.8225,0.1478,0.5654,0.7161,7,4,7,6,7,1.1526,2.8408,0.5573,-0.1029
"Setaria verticillata",0.8566,2.0236,0.1354,1.1698,0.7,7.5,4,7,6,7,2.002,2.8845,0.7782,-0.0937
"Setaria viridis",0.8122,1.7129,0.1494,0.5779,0.6891,7,4,6.5,6,6,1.0485,2.635,0.5029,-0.532
