"Habitat","Species","Historical land use","IndVal.g","p.value"
"Wet grasslands","Persicaria maculosa","Water body",0.0676,0.544
"Wet grasslands","Persicaria minor","Water body",0.0583,0.699
"Wet grasslands","Petasites albus","Forest",0.1971,0.001
"Wet grasslands","Petasites hybridus","Forest",0.1261,0.12
"Wet grasslands","Peucedanum cervaria","Arable land",0.0697,0.373
"Wet grasslands","Peucedanum oreoselinum","Grassland",0.0555,0.782
"Wet grasslands","Peucedanum palustre","Water body",0.1788,0.015
"Wet grasslands","Phalaroides arundinacea","Water body",0.2995,0.003
"Wet grasslands","Phegopteris connectilis","Forest",0.0946,0.028
"Wet grasslands","Phleum pratense","Water body",0.1158,0.404
"Wet grasslands","Phragmites australis","Water body",0.1983,0.146
"Wet grasslands","Phyteuma nigrum","Grassland",0.0954,0.479
"Wet grasslands","Picea abies","Forest",0.1253,0.052
"Wet grasslands","Picris hieracioides","Arable land",0.0802,0.192
"Wet grasslands","Pilosella auriculoides","Grassland",0.0443,0.873
"Wet grasslands","Pilosella bauhini","Grassland",0.0314,1
"Wet grasslands","Pilosella lactucella","Grassland",0.0879,0.339
"Wet grasslands","Pilosella officinarum","Water body",0.0881,0.068
"Wet grasslands","Pimpinella major","Grassland",0.1403,0.37
"Wet grasslands","Pimpinella saxifraga","Water body",0.1452,0.026
"Wet grasslands","Pinguicula vulgaris","Grassland",0.0314,1
"Wet grasslands","Pinus sylvestris","Forest",0.0747,0.268
"Wet grasslands","Plantago lanceolata","Settlement",0.339,0.001
"Wet grasslands","Plantago major","Settlement",0.48,0.001
"Wet grasslands","Plantago maritima","Arable land",0.0558,0.303
"Wet grasslands","Plantago media","Settlement",0.0914,0.157
"Wet grasslands","Platanthera bifolia","Water body",0.0587,0.665
"Wet grasslands","Poa bulbosa","Grassland",0.0314,1
"Wet grasslands","Poa chaixii","Grassland",0.0971,0.247
"Wet grasslands","Poa compressa","Settlement",0.1335,0.023
"Wet grasslands","Poa nemoralis","Forest",0.1423,0.039
"Wet grasslands","Poa palustris","Forest",0.2088,0.335
"Wet grasslands","Poa pratensis aggr.","Arable land",0.2966,0.05
"Wet grasslands","Poa remota","Forest",0.0773,0.255
"Wet grasslands","Poa trivialis","Arable land",0.2929,0.387
"Wet grasslands","Polemonium caeruleum","Grassland",0.054,0.732
"Wet grasslands","Polygala amara","Grassland",0.083,0.163
"Wet grasslands","Polygala amarella","Forest",0.0421,0.876
"Wet grasslands","Polygala comosa","Grassland",0.0314,1
"Wet grasslands","Polygala vulgaris","Water body",0.0605,0.778
"Wet grasslands","Polygonatum odoratum","Forest",0.0546,0.448
"Wet grasslands","Polygonum aviculare aggr.","Settlement",0.4018,0.001
"Wet grasslands","Polypodium vulgare","Forest",0.118,0.057
"Wet grasslands","Populus alba","Water body",0.1277,0.044
"Wet grasslands","Populus nigra","Water body",0.1302,0.014
"Wet grasslands","Populus tremula","Forest",0.0634,0.563
"Wet grasslands","Populus x canadensis","Forest",0.0841,0.168
"Wet grasslands","Portulaca oleracea","Arable land",0.0567,0.271
"Wet grasslands","Potamogeton natans","Forest",0.0546,0.443
"Wet grasslands","Potentilla alba","Grassland",0.0469,0.934
"Wet grasslands","Potentilla argentea","Arable land",0.0544,0.417
"Wet grasslands","Potentilla erecta","Water body",0.3038,0.029
"Wet grasslands","Potentilla reptans","Settlement",0.1814,0.457
"Wet grasslands","Potentilla supina","Water body",0.1619,0.006
"Wet grasslands","Potentilla tabernaemontani","Grassland",0.0314,1
"Wet grasslands","Prenanthes purpurea","Forest",0.1093,0.027
"Wet grasslands","Primula acaulis","Forest",0.0546,0.461
"Wet grasslands","Primula elatior","Settlement",0.1343,0.046
"Wet grasslands","Primula veris","Grassland",0.0547,0.757
"Wet grasslands","Prunella grandiflora","Arable land",0.0698,0.422
"Wet grasslands","Prunella vulgaris","Arable land",0.1911,0.283
"Wet grasslands","Prunus domestica","Forest",0.0546,0.462
"Wet grasslands","Prunus padus","Forest",0.0928,0.064
"Wet grasslands","Prunus spinosa","Grassland",0.0443,0.824
"Wet grasslands","Pseudoturritis turrita","Grassland",0.0314,1
"Wet grasslands","Puccinellia distans","Settlement",0.1536,0.049
"Wet grasslands","Pulicaria dysenterica","Water body",0.0987,0.403
"Wet grasslands","Pulicaria vulgaris","Water body",0.1463,0.101
"Wet grasslands","Pulmonaria angustifolia","Grassland",0.0543,0.576
"Wet grasslands","Pulmonaria mollis","Grassland",0.0627,0.591
"Wet grasslands","Pulmonaria obscura","Forest",0.0619,0.613
"Wet grasslands","Pulmonaria officinalis","Arable land",0.0685,0.43
"Wet grasslands","Quercus petraea","Forest",0.0754,0.272
"Wet grasslands","Quercus robur","Forest",0.0726,0.394
"Wet grasslands","Ranunculus aconitifolius","Arable land",0.053,0.702
"Wet grasslands","Ranunculus acris aggr.","Grassland",0.3384,0.026
"Wet grasslands","Ranunculus aquatilis","Water body",0.0985,0.043
"Wet grasslands","Ranunculus auricomus aggr.","Arable land",0.3173,0.02
"Wet grasslands","Ranunculus bulbosus","Forest",0.0632,0.559
"Wet grasslands","Ranunculus flammula","Water body",0.2425,0.011
"Wet grasslands","Ranunculus lanuginosus","Forest",0.1166,0.036
"Wet grasslands","Ranunculus lingua","Arable land",0.041,0.974
"Wet grasslands","Ranunculus platanifolius","Grassland",0.0314,1
"Wet grasslands","Ranunculus polyanthemos","Grassland",0.0971,0.37
"Wet grasslands","Ranunculus repens","Forest",0.2846,0.754
"Wet grasslands","Ranunculus sardous","Grassland",0.058,0.597
"Wet grasslands","Ranunculus sceleratus","Settlement",0.0635,0.865
"Wet grasslands","Reseda lutea","Grassland",0.0314,1
"Wet grasslands","Reynoutria x bohemica","Forest",0.0546,0.436
"Wet grasslands","Rhamnus cathartica","Forest",0.0492,0.458
"Wet grasslands","Rhinanthus angustifolius","Forest",0.0804,0.394
"Wet grasslands","Rhinanthus minor","Grassland",0.1491,0.06
"Wet grasslands","Ribes uva-crispa","Settlement",0.0985,0.096
"Wet grasslands","Robinia pseudoacacia","Grassland",0.0443,0.792
"Wet grasslands","Rorippa amphibia","Settlement",0.0765,0.644
"Wet grasslands","Rorippa austriaca","Arable land",0.0659,0.849
"Wet grasslands","Rorippa palustris","Forest",0.1578,0.02
"Wet grasslands","Rorippa sylvestris","Forest",0.1453,0.386
"Wet grasslands","Rorippa x anceps","Forest",0.0722,0.327
"Wet grasslands","Rosa canina aggr.","Grassland",0.0443,0.819
"Wet grasslands","Rosa pendulina","Grassland",0.0314,1
"Wet grasslands","Rubus caesius","Forest",0.213,0.007
"Wet grasslands","Rubus fruticosus aggr.","Forest",0.1093,0.144
"Wet grasslands","Rubus idaeus","Forest",0.1974,0.006
"Wet grasslands","Rubus saxatilis","Forest",0.0546,0.463
"Wet grasslands","Rudbeckia laciniata","Settlement",0.0985,0.093
"Wet grasslands","Rumex acetosa","Grassland",0.2898,0.154
"Wet grasslands","Rumex acetosella","Forest",0.04,0.869
"Wet grasslands","Rumex aquaticus","Forest",0.056,0.835
"Wet grasslands","Rumex conglomeratus","Settlement",0.2445,0.001
"Wet grasslands","Rumex crispus","Water body",0.1603,0.642
"Wet grasslands","Rumex hydrolapathum","Arable land",0.0922,0.132
"Wet grasslands","Rumex maritimus","Water body",0.1782,0.013
"Wet grasslands","Rumex obtusifolius","Settlement",0.2127,0.014
"Wet grasslands","Rumex palustris","Arable land",0.0567,0.258
"Wet grasslands","Rumex sanguineus","Forest",0.112,0.065
"Wet grasslands","Rumex stenophyllus","Grassland",0.0314,1
"Wet grasslands","Rumex thyrsiflorus","Arable land",0.0849,0.288
"Wet grasslands","Sagina apetala","Arable land",0.0567,0.281
"Wet grasslands","Sagina procumbens","Settlement",0.0902,0.221
"Wet grasslands","Salix alba","Forest",0.107,0.186
"Wet grasslands","Salix aurita","Forest",0.0732,0.526
"Wet grasslands","Salix caprea","Forest",0.0959,0.179
"Wet grasslands","Salix cinerea subsp. cinerea","Water body",0.1721,0.007
"Wet grasslands","Salix euxina","Water body",0.0504,0.987
"Wet grasslands","Salix myrtilloides","Grassland",0.0314,1
"Wet grasslands","Salix purpurea","Water body",0.093,0.085
"Wet grasslands","Salix repens","Grassland",0.1569,0.069
"Wet grasslands","Salix triandra","Water body",0.0853,0.187
"Wet grasslands","Salix viminalis","Grassland",0.0443,0.81
"Wet grasslands","Salvia pratensis","Grassland",0.0443,0.949
"Wet grasslands","Sambucus ebulus","Settlement",0.0985,0.108
"Wet grasslands","Sambucus nigra","Forest",0.0688,0.542
"Wet grasslands","Sambucus racemosa","Arable land",0.0463,0.639
"Wet grasslands","Samolus valerandi","Grassland",0.0443,0.885
"Wet grasslands","Sanguisorba officinalis","Water body",0.3278,0.035
"Wet grasslands","Saponaria officinalis","Forest",0.0594,0.62
"Wet grasslands","Saxifraga bulbifera","Grassland",0.0543,0.588
"Wet grasslands","Saxifraga granulata","Arable land",0.1167,0.049
"Wet grasslands","Scabiosa ochroleuca","Grassland",0.0314,1
"Wet grasslands","Schedonorus arundinaceus","Arable land",0.1429,0.051
"Wet grasslands","Schedonorus giganteus","Forest",0.1203,0.102
"Wet grasslands","Schedonorus pratensis","Arable land",0.2283,0.076
"Wet grasslands","Schoenoplectus lacustris","Water body",0.1373,0.007
"Wet grasslands","Schoenoplectus lacustris subsp. glaucus","Arable land",0.0679,0.355
"Wet grasslands","Scirpoides holoschoenus","Grassland",0.0848,0.354
"Wet grasslands","Scirpus radicans","Water body",0.099,0.056
"Wet grasslands","Scirpus sylvaticus","Arable land",0.2972,0.175
"Wet grasslands","Scleranthus annuus","Arable land",0.0567,0.296
"Wet grasslands","Scorzonera humilis","Grassland",0.1387,0.384
"Wet grasslands","Scorzonera parviflora","Arable land",0.0567,0.277
"Wet grasslands","Scorzoneroides autumnalis","Water body",0.1243,0.249
"Wet grasslands","Scrophularia nodosa","Forest",0.0855,0.682
"Wet grasslands","Scrophularia umbrosa","Forest",0.1843,0.001
"Wet grasslands","Scutellaria galericulata","Water body",0.173,0.122
"Wet grasslands","Scutellaria hastifolia","Grassland",0.1166,0.139
"Wet grasslands","Securigera varia","Forest",0.0602,0.64
"Wet grasslands","Selinum carvifolia","Water body",0.1632,0.562
"Wet grasslands","Selinum dubium","Forest",0.1737,0.065
"Wet grasslands","Senecio doria aggr.","Grassland",0.0314,1
"Wet grasslands","Senecio nemorensis aggr.","Forest",0.2317,0.001
"Wet grasslands","Senecio sarracenicus","Forest",0.0946,0.019
"Wet grasslands","Senecio sylvaticus","Grassland",0.0314,1
"Wet grasslands","Senecio viscosus","Forest",0.0732,0.291
"Wet grasslands","Senecio vulgaris","Settlement",0.1112,0.018
"Wet grasslands","Serratula tinctoria","Water body",0.1799,0.284
"Wet grasslands","Setaria pumila","Grassland",0.0477,0.942
"Wet grasslands","Silaum silaus","Grassland",0.0848,0.72
"Wet grasslands","Silene baccifera","Forest",0.0484,0.538
"Wet grasslands","Silene dioica","Forest",0.1446,0.009
"Wet grasslands","Silene flos-cuculi","Grassland",0.3118,0.07
"Wet grasslands","Silene latifolia","Settlement",0.1331,0.034
"Wet grasslands","Silene noctiflora","Grassland",0.0314,1
"Wet grasslands","Silene nutans","Forest",0.0546,0.448
"Wet grasslands","Silene viscaria","Water body",0.0949,0.046
"Wet grasslands","Silene vulgaris","Grassland",0.0314,1
"Wet grasslands","Sinapis arvensis","Settlement",0.0888,0.168
"Wet grasslands","Sisymbrium officinale","Settlement",0.2225,0.001
"Wet grasslands","Sisymbrium strictissimum","Forest",0.0546,0.456
"Wet grasslands","Sium latifolium","Forest",0.1017,0.304
"Wet grasslands","Solanum dulcamara","Forest",0.0963,0.458
"Wet grasslands","Solanum nigrum","Water body",0.099,0.051
"Wet grasslands","Soldanella montana","Forest",0.075,0.292
"Wet grasslands","Solidago canadensis","Grassland",0.0515,0.76
"Wet grasslands","Solidago gigantea","Forest",0.1327,0.169
"Wet grasslands","Solidago virgaurea","Grassland",0.0543,0.592
"Wet grasslands","Sonchus arvensis","Water body",0.0932,0.204
"Wet grasslands","Sonchus asper","Forest",0.0793,0.3
"Wet grasslands","Sonchus oleraceus","Settlement",0.1957,0.001
"Wet grasslands","Sorbus aucuparia","Forest",0.1387,0.013
"Wet grasslands","Sparganium erectum aggr.","Settlement",0.0856,0.168
"Wet grasslands","Spergula arvensis","Grassland",0.0314,1
"Wet grasslands","Spergularia marina","Water body",0.2142,0.001
"Wet grasslands","Spergularia media","Arable land",0.0567,0.282
"Wet grasslands","Spergularia rubra","Arable land",0.0394,0.914
"Wet grasslands","Spiraea salicifolia","Water body",0.1435,0.01
"Wet grasslands","Spirodela polyrhiza","Arable land",0.0567,0.27
"Wet grasslands","Stachys officinalis","Grassland",0.1962,0.051
"Wet grasslands","Stachys palustris","Grassland",0.0845,0.846
"Wet grasslands","Stachys sylvatica","Water body",0.0736,0.617
"Wet grasslands","Stellaria alsine","Forest",0.1378,0.176
"Wet grasslands","Stellaria graminea","Arable land",0.1372,0.38
"Wet grasslands","Stellaria holostea","Forest",0.0546,0.457
"Wet grasslands","Stellaria longifolia","Arable land",0.044,0.895
"Wet grasslands","Stellaria media","Settlement",0.1594,0.016
"Wet grasslands","Stellaria nemorum","Forest",0.202,0.001
"Wet grasslands","Stellaria pallida","Grassland",0.0314,1
"Wet grasslands","Stellaria palustris","Water body",0.1428,0.038
"Wet grasslands","Succisa pratensis","Grassland",0.2153,0.299
"Wet grasslands","Symphyotrichum novi-belgii aggr.","Forest",0.2086,0.022
"Wet grasslands","Symphytum officinale","Forest",0.2822,0.017
"Wet grasslands","Symphytum tuberosum aggr.","Grassland",0.054,0.722
"Wet grasslands","Syringa vulgaris","Settlement",0.0985,0.118
"Wet grasslands","Tanacetum corymbosum","Grassland",0.0314,1
"Wet grasslands","Tanacetum vulgare","Arable land",0.0848,0.706
"Wet grasslands","Taraxacum besarabicum","Water body",0.2544,0.001
"Wet grasslands","Taraxacum nordstedtii","Grassland",0.0314,1
"Wet grasslands","Taraxacum sect. Palustria","Water body",0.0707,0.489
"Wet grasslands","Taraxacum sect. Taraxacum","Settlement",0.3534,0.001
"Wet grasslands","Tephroseris crispa","Arable land",0.1552,0.996
"Wet grasslands","Teucrium scordium","Grassland",0.0791,0.555
"Wet grasslands","Thalictrum aquilegiifolium","Forest",0.0883,0.2
"Wet grasslands","Thalictrum flavum","Grassland",0.1045,0.513
"Wet grasslands","Thalictrum lucidum","Arable land",0.0896,0.369
"Wet grasslands","Thalictrum simplex","Grassland",0.1018,0.115
"Wet grasslands","Thelypteris limbosperma","Forest",0.0546,0.457
"Wet grasslands","Thelypteris palustris","Arable land",0.1193,0.032
"Wet grasslands","Thesium linophyllon","Grassland",0.0701,0.388
"Wet grasslands","Thlaspi arvense","Grassland",0.0418,0.759
"Wet grasslands","Thymus pulegioides","Water body",0.063,0.832
"Wet grasslands","Thymus serpyllum","Grassland",0.0543,0.575
"Wet grasslands","Tilia cordata","Water body",0.099,0.065
"Wet grasslands","Tilia platyphyllos","Grassland",0.0314,1
"Wet grasslands","Torilis arvensis","Grassland",0.0314,1
"Wet grasslands","Torilis japonica","Forest",0.0836,0.22
"Wet grasslands","Tragopogon dubius","Grassland",0.0314,1
"Wet grasslands","Tragopogon pratensis","Grassland",0.0314,1
"Wet grasslands","Trifolium alpestre","Forest",0.0546,0.448
"Wet grasslands","Trifolium arvense","Forest",0.0773,0.272
"Wet grasslands","Trifolium campestre","Forest",0.0792,0.206
"Wet grasslands","Trifolium dubium","Grassland",0.0633,0.74
"Wet grasslands","Trifolium fragiferum","Water body",0.2759,0.001
"Wet grasslands","Trifolium hybridum","Arable land",0.1609,0.559
"Wet grasslands","Trifolium medium","Water body",0.0807,0.238
"Wet grasslands","Trifolium montanum","Grassland",0.1163,0.133
"Wet grasslands","Trifolium pratense","Arable land",0.1439,0.419
"Wet grasslands","Trifolium repens","Settlement",0.3683,0.001
"Wet grasslands","Trifolium spadiceum","Water body",0.0822,0.39
"Wet grasslands","Triglochin palustris","Settlement",0.1069,0.068
"Wet grasslands","Tripleurospermum maritimum aggr.","Settlement",0.1583,0.173
"Wet grasslands","Tripolium pannonicum","Water body",0.2155,0.001
"Wet grasslands","Trisetum flavescens","Arable land",0.1013,0.23
"Wet grasslands","Trollius europaeus","Arable land",0.0938,0.481
"Wet grasslands","Turritis glabra","Arable land",0.0567,0.277
"Wet grasslands","Tussilago farfara","Grassland",0.0704,0.768
"Wet grasslands","Typha angustifolia","Arable land",0.0605,0.559
"Wet grasslands","Typha latifolia","Water body",0.0716,0.705
"Wet grasslands","Ulmus glabra","Forest",0.0546,0.433
"Wet grasslands","Ulmus laevis","Forest",0.0493,0.444
"Wet grasslands","Ulmus minor","Grassland",0.0443,0.928
"Wet grasslands","Urtica dioica","Settlement",0.2911,0.122
"Wet grasslands","Vaccinium myrtillus","Forest",0.0908,0.126
"Wet grasslands","Vaccinium oxycoccos","Forest",0.0528,0.452
"Wet grasslands","Vaccinium vitis-idaea","Arable land",0.0389,0.906
"Wet grasslands","Valeriana dioica","Grassland",0.2225,0.411
"Wet grasslands","Valeriana officinalis aggr.","Grassland",0.0778,0.861
"Wet grasslands","Valerianella locusta","Grassland",0.0543,0.576
"Wet grasslands","Veratrum album","Forest",0.0323,1
"Wet grasslands","Veratrum nigrum","Forest",0.0546,0.441
"Wet grasslands","Verbascum blattaria","Water body",0.0974,0.043
"Wet grasslands","Verbascum nigrum","Arable land",0.0416,0.815
"Wet grasslands","Verbascum phlomoides","Grassland",0.0314,1
"Wet grasslands","Verbascum speciosum","Grassland",0.0314,1
"Wet grasslands","Verbascum thapsus","Grassland",0.0314,1
"Wet grasslands","Verbena officinalis","Settlement",0.132,0.03
"Wet grasslands","Veronica anagallis-aquatica","Water body",0.1151,0.093
"Wet grasslands","Veronica anagalloides","Arable land",0.0396,0.819
"Wet grasslands","Veronica arvensis","Forest",0.0688,0.49
"Wet grasslands","Veronica beccabunga","Forest",0.1588,0.029
"Wet grasslands","Veronica catenata","Water body",0.0638,0.503
"Wet grasslands","Veronica chamaedrys aggr.","Grassland",0.1855,0.454
"Wet grasslands","Veronica filiformis","Forest",0.0432,1
"Wet grasslands","Veronica hederifolia aggr.","Arable land",0.0473,0.563
"Wet grasslands","Veronica longifolia","Forest",0.1017,0.941
